Parameter,,Unit,Cell 2,
,,,T1,T2-T5
NR RF Channel Number,,,2,
Duplex mode,"Config 1,2,3",,FDD,
,"Config 4,5,6,7,8,9",,TDD,
TDD configuration,"Config 1,2,3",,Not Applicable,
,"Config 4,5,6",,TDDConf.1.1,
,"Config 7,8,9",,TDDConf.2.1,
BWchannel,"Config 1,2,3",MHz,"10: NPRB,c = 52",
,"Config 4,5,6",,"10: NPRB,c = 52",
,"Config 7,8,9",,"40: NPRB,c = 106",
BWP BW,"Config 1,2,3",MHz,"10: NPRB,c = 52",
,"Config 4,5,6",,"10: NPRB,c = 52",
,"Config 7,8,9",,"40: NPRB,c = 106",
TRS configuration,"Config 1,2,3",,TRS.1.1 FDD,
,"Config 4,5,6",,TRS.1.1 TDD,
,"Config 7,8,9",,TRS.1.2 TDD,
DRX Cycle,,ms,Not Applicable,
PDSCH Reference measurement channel,"Config 1,2,3",,SR.1.1 FDD,
,"Config 4,5,6",,SR.1.1 TDD,
,"Config 7,8,9",,SR2.1 TDD,
CORESET Reference Channel,"Config 1,2,3",,CR.1.1 FDD,
,"Config 4,5,6",,CR.1.1 TDD,
,"Config 7,8,9",,CR2.1 TDD,
OCNG Patterns,,,OCNG pattern OP.1,
CSI-RS configuration for CSI reporting,"Config 1,2,3",,CSI-RS.1.1 FDD,
,"Config 4,5,6",,CSI-RS.1.1 TDD,
,"Config 7,8,9",,CSI-RS.2.1 TDD,
SMTC Configuration,,,SMTC pattern 1,
SSB Configuration,"Config 1,2,3,4,5,6",,SSB.1 FR1,
,"Config 7,8,9",,SSB.2 FR1,
PDSCH/PDCCH subcarrier spacing,"Config 1,2,3,4,5,6",kHz,15 kHz,
,"Config 7,8,9",,30 kHz,
PUCCH/PUSCH subcarrier spacing,"Config 1,2,3,4,5,6",kHz,15 kHz,
,"Config 7,8,9",,30 kHz,
PRACH configuration,,,FR1 PRACH configuration 2,
BWP,Initial DL BWP,,DLBWP.0.1,
,Dedicated DL BWP,,DLBWP.1.3,
,Initial UL BWP,,ULBWP.0.1,
,Dedicated UL BWP,,ULBWP.1.3,
EPRE ratio of PSS to SSS,,dB,0,
EPRE ratio of PBCH DMRS to SSS,,,,
EPRE ratio of PBCH to PBCH DMRS,,,,
EPRE ratio of PDCCH DMRS to SSS,,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,,
EPRE ratio of PDSCH DMRS to SSS,,,,
EPRE ratio of PDSCH to PDSCH DMRS,,,,
EPRE ratio of OCNG DMRS to SSS(Note 1),,,,
EPRE ratio of OCNG to OCNG DMRS (Note 1),,,,
Note2,,dBm/15kHz,-98,-98
Note2,"Config 1,2,3,4,5,6",dBm/SCS,-98,-98
,"Config 7,8,9",,-95,-95
,,dB,-Infinity,4
,,dB,-Infinity,4
SSB_RP,"Config 1,2,3,4,5,6",dBm/SCS,-Infinity,-94
,"Config 7,8,9",dBm/SCS,-Infinity,-91
IoNote3,"Config 1,2,3,4,5,6",dBm/9.36 MHz,-70.05,-64.59
,"Config 7,8,9",dBm/38.16 MHz,-63.94,-58.49
Propagation condition,,-,AWGN,
NOTE 1:OCNG shall be used such that the cell is fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.NOTE 3:Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.,,,,
