Parameter,,,Unit,Cell 1
Frequency Range,,,,FR1
Duplex mode,,Config 1,,FDD
,,"Config 2,3",,TDD
TDD configuration,,Config 1,,Not Applicable
,,Config 2,,TDDConf.1.1
,,Config 3,,TDDConf.2.1
BWchannel,,"Config 1,2",,"10 MHz: NPRB,c = 52"
,,Config 3,,"40 MHz: NPRB,c = 106"
Active BWP ID,,,,1
Initial DL BWP Configuration,,,,DLBWP.0.2Note4
Initial UL BWP Configuration,,,,ULBWP.0.2Note4
Initial Condition,Active DL BWP-1 Configuration,,,DLBWP.1.3 Note4
,Active UL BWP-1 Configuration,,,ULBWP.1.3 Note4
Final Condition,Active DL BWP-1 Configuration,,,DLBWP.1.1 Note4
,Active UL BWP-1 Configuration,,,ULBWP.1.1 Note4
PDSCH Reference measurement channel,,Config 1,,SR.1.1 FDD
,,Config 2,,SR.1.1 TDD
,,Config 3,,SR.2.1 TDD
RMSI CORESET parameters,,Config 1,,CR.1.1 FDD
,,Config 2,,CR.1.1 TDD
,,Config 3,,CR.2.1 TDD
Dedicated CORESET parameters,,Config 1,,CCR.1.1 FDD
,,Config 2,,CCR.1.1 TDD
,,Config 3,,CCR.2.1 TDD
OCNG Patterns,,,,OP.1
SSB Configuration,,"Config 1,2",,SSB.1 FR1
,,Config 3,,SSB.2 FR1
SMTC Configuration,,,,SMTC.1
TRS Configuration,,Config 1,,TRS.1.1 FDD
,,Config 2,,TRS.1.1 TDD
,,Config 3,,TRS.1.2 TDD
Correlation Matrix and Antenna Configuration,,,,1x2 Low
Propagation Condition,,,,AWGN
EPRE ratio of PSS to SSS,,,dB,0
EPRE ratio of PBCH DMRS to SSS,,,,
EPRE ratio of PBCH to PBCH DMRS,,,,
EPRE ratio of PDCCH DMRS to SSS,,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,,
EPRE ratio of PDSCH DMRS to SSS,,,,
EPRE ratio of PDSCH to PDSCH DMRS,,,,
EPRE ratio of OCNG DMRS to SSS(Note 1),,,,
EPRE ratio of OCNG to OCNG DMRS (Note 1),,,,
NocNote 2,,"Config 1,2",dBm/SCS,-104
,,Config 3,,-101
SS-RSRP Note 3,,"Config 1,2",dBm/SCS,-87
,,Config 3,,-84
Ês/Iot,,,dB,17
Ês/Noc,,,dB,17
IoNote3,,"Config 1,2",dBm/9.36 MHz,-58.96
,,Config 3,dBm/38.16 MHz,-52.86
"NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for Noc to be fulfilled.NOTE 3:SS-RSRP and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.NOTE 4:For unpaired spectrum, a DL BWP is linked with an UL BWP. DLBWP.0.2 is linked with ULBWP.0.2; DLBWP.1.1 is linked with ULBWP.1.1; DLBWP.1.3 is linked with ULBWP.1.3 defined in clause 12 of TS 38.213 [3].",,,,
