Parameter,,,Unit,Test-1,Test-2,Comments
SSB Configuration,,Config 1,,SSB pattern 1 in FR1,SSB pattern 1 in FR1,"As defined in clause A.3.10, except for number of SSBs per SS-burst and SS/PBCH block index as below"
,,Config 2,,SSB pattern 2 in FR1,SSB pattern 2 in FR1,
Number of SSBs per SS-burst,,,,2,2,Different from the definition in clause A.3.10
SS/PBCH block index,,,,"0,1","0,1",Different from the definition in clause A.3.10
CSI-RS Configuration,,Config 1,,N/A,CSI-RS.1.1 FDD,As defined in clause A.3.1.4
,,Config 2,,,CSI-RS.2.1 TDD,
Duplex Mode for Cell 1,,Config 1,,FDD,FDD,
,,Config 2,,TDD,TDD,
TDD Configuration,,Config 2,,TDDConf.2.1,TDDConf.2.1,
CSI-RS for tracking,,Config 1,,TRS.1.1 FDD,TRS.1.1 FDD,
,,Config 2,,TRS.1.2 TDD,TRS.1.2 TDD,
OCNG Pattern Note 1,,,,OP.1,OP.1,As defined in clause A.3.2.1.
PDSCH parameters Note 4,,Config 1,,SR.1.1 FDD,SR.1.1 FDD,As defined in clause A.3.1.1.
,,Config 2,,SR.2.1 TDD,SR.2.1 TDD,
RMSI CORESET Reference Channel,,Config 1,,CR.1.1 TDD,CR.1.1 TDD,
,,Config 2,,CR.2.1 TDD,CR.2.1 TDD,
Dedicated CORESET Reference Channel,,Config 1,,CCR.1.1 TDD,CCR.1.1 TDD,
,,Config 2,,CCR.2.1 TDD,CCR.2.1 TDD,
NR RF Channel Number,,,,1,1,
EPRE ratio of PSS to SSS,,,dB,0,0,
EPRE ratio of PBCH DMRS to SSS,,,dB,,,
EPRE ratio of PBCH to PBCH DMRS,,,dB,,,
EPRE ratio of PDCCH DMRS to SSS,,,dB,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,dB,,,
EPRE ratio of PDSCH DMRS to SSS,,,dB,,,
EPRE ratio of PDSCH to PDSCH DMRS,,,dB,,,
SSB with index 0,,,dB,3,3,Power of SSB with index 0 is set to be above configured rsrp-ThresholdSSB
,,Config 1,dBm/15kHz,-98,-98,
,,Config 2,,-101,-101,
,,,dB,3,3,
,SS-RSRP Note 3,,dBm/ SCS,-95,-95,
SSB with index 1,,,dB,-17,-17,Power of SSB with index 1 is set to be below configured rsrp-ThresholdSSB
,,Config 1,dBm/15kHz,-98,-98,
,,Config 2,,-101,-101,
,,,dB,-17,-17,
,SS-RSRP Note 3,,dBm/ SCS,-115,-115,
Io Note 2,,Config 1,dBm,-65.3/9.36 MHz,-65.3/9.36 MHz,For symbols without SSB index 1
,,Config 2,,-62.2/38.16 MHz,-62.2/38.16 MHz,
ss-PBCH-BlockPower,,,dBm/ SCS,-5,-5,As defined in clause 6.3.2 in TS 38.331 [2].
Configured UE transmitted power (),,,dBm,23,23,As defined in clause 6.2.4 in TS 38.101-1.
PRACH Configuration,,,,FR1 PRACH configuration 2,FR1 PRACH configuration 3,As defined in clause A.3.8.2.
Propagation Condition,,,-,AWGN,AWGN,
"NOTE 1:OCNG shall be used such that the cell is fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols. The OCNG pattern is chosen during the test according to the presence of a DL reference measurement channel.NOTE 2:SS-RSRP, Es/Iot and Io levels have been derived from other parameters for information purpose. They are not settable parameters.NOTE 3:VoidNOTE 4:The DL PDSCH reference measurement channel is used in the test only when a downlink transmission dedicated to the UE under test is required.",,,,,,
