Parameter,,,Unit,Cell 1,,Cell 2,
,,,,T1,T2,T1,T2
NR RF Channel Number,,,,1,,,
Duplex mode,,Config 1,,FDD,,,
TDD configuration,,Config 1,,Not Applicable,,,
BWchannel,,Config 1,MHz,"10: NPRB,c = 52",,,
BWP BW,,Config 1,MHz,"10: NPRB,c = 52",,,
TRS configuration,,Config 1,,TRS.1.1 FDD,,,
DRX Cycle,,,ms,Not Applicable,,,
PDSCH Reference measurement channel,,Config 1,,SR.1.1 FDD,,,
CORESET Reference Channel,,Config 1,,CR.1.1 FDD,,,
OCNG Patterns,,,,OP.1,,,
SMTC Configuration,,,,SMTC.1,,,
SSB Configuration,,Config 1,,SSB.1 FR1,,,
PDSCH/PDCCH subcarrier spacing,,Config 1,kHz,15 kHz,,,
PUCCH/PUSCH subcarrier spacing,,Config 1,kHz,15 kHz,,,
PRACH configuration,,,,FR1 PRACH configuration 1,,,
BWP,,Initial DL BWP,,DLBWP.0.1,,,
,,Dedicated DL BWP,,DLBWP.1.1,,,
,,Initial UL BWP,,ULBWP.0.1,,,
,,Dedicated UL BWP,,ULBWP.1.1,,,
EPRE ratio of PSS to SSS,,,dB,0,,,
EPRE ratio of PBCH DMRS to SSS,,,,,,,
EPRE ratio of PBCH to PBCH DMRS,,,,,,,
EPRE ratio of PDCCH DMRS to SSS,,,,,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,,,,,
EPRE ratio of PDSCH DMRS to SSS,,,,,,,
EPRE ratio of PDSCH to PDSCH DMRS,,,,,,,
EPRE ratio of OCNG DMRS to SSS(Note 1),,,,,,,
EPRE ratio of OCNG to OCNG DMRS (Note 1),,,,,,,
Note2,,,dBm/15kHz,-98,,,
Note2,Config 1,,dBm/SCS,-98,,,
,,,dB,8,8,-Infinity,12
,,,dB,8,8,-Infinity,12
SSB_RP,Config 1,,dBm/SCS,-90,-90,- Infinity,-93
IoNote3,Config 1,,dBm/9.36 MHz,-61.41,-61.41,- Infinity,-57.78
Propagation condition,,,-,AWGN,,AWGN,
NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.NOTE 3:Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.,,,,,,,
