Parameter,,Unit,Cell 2,
,,,T1,T2
Duplex mode,ConfigSCell 1,,FDD,
,"ConfigSCell 2,3",,TDD,
TDD configuration,ConfigSCell 1,,Not applicable,
,ConfigSCell 2,,TDDConf.1.1,
,ConfigSCell 3,,TDDConf.2.1,
referenceCell,"ConfigSCell 1,2,3",,Cell 1,
BWchannel,"ConfigSCell 1,2",MHz,Note 7,
,ConfigSCell 3,,Note 7,
BWoccupied,"ConfigSCell 1,2",RB,52 Note 5,
,ConfigSCell 3,,106 Note 6,
Initial BWP configuration,,,DLBWP.0.1,
TCI state,,,TCI.State.0 Note 9,
TRS Configuration,ConfigSCell 1,,TRS.1.1 FDD,
,ConfigSCell 2,,TRS.1.1 TDD,
,ConfigSCell 3,,TRS.1.2 TDD,
PDSCH Reference measurement channel,ConfigSCell 1,,-,
,ConfigSCell 2,,-,
,ConfigSCell 3,,-,
Dedicated CORESET parameters,ConfigSCell 1,,-,
,ConfigSCell 2,,-,
,ConfigSCell 3,,-,
RMSI CORESET parameters,ConfigSCell 1,,-,
,ConfigSCell 2,,-,
,ConfigSCell 3,,-,
OCNG Patterns,"ConfigSCell 1,2",,OP.1Note 5,
,ConfigSCell 3,,OP.1 Note 6,
SSB Configuration,"ConfigSCell 1,2,3",,Not provided,
Aperiodic CSI-RS for Scell activation,ConfigSCell 1,,TRS.1.3 FDD,
,ConfigSCell 2,,TRS.1.3 TDD,
,ConfigSCell 3,,TRS.1.4 TDD,
gapBetweenBursts,"ConfigSCell 1,2",slot,2,
,ConfigSCell 3,slot,3,
CSI-RS configuration for CSI reporting (Note 8),ConfigSCell 1,,CSI-RS.1.1 FDD,
,ConfigSCell 2,,CSI-RS.1.1 TDD,
,ConfigSCell 3,,CSI-RS.2.1 TDD,
SMTC configuration,,,Not provided,
reportConfigType,,,periodic,
reportQuantity,,,cri-RI-PMI-CQI,
CSI reporting periodicity,"ConfigSCell 1,2",slot,-,
,ConfigSCell 3,,-,
CSI reporting offset,"ConfigSCell 1,2",slot,-,
,ConfigSCell 3,,-,
EPRE ratio of PSS to SSS,,dB,N/A,
EPRE ratio of PBCH DMRS to SSS,,,,
EPRE ratio of PBCH to PBCH DMRS,,,,
EPRE ratio of PDCCH DMRS to SSS,,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,,
EPRE ratio of PDSCH DMRS to SSS,,,,
EPRE ratio of PDSCH to PDSCH DMRS,,,,
EPRE ratio of OCNG DMRS to SSS Note 1,,,,
EPRE ratio of OCNG to OCNG DMRS Note 1,,,,
Note2,"Config 1,2",dBm/SCS,-107,
,Config 3,,-104,
,,dB,22,
,,dB,22,
SS-RSRPNote3,"Config 1,2",dBm/SCS,-,
,Config 3,,-,
SCH_RP Note 3,,dBm/15 kHz,N/A,
Io Note3,"Config 1,2",dBm/9.36 MHz,-57.02,
,Config 3,dBm/38.16 MHz,-50.92,
Propagation condition,,-,AWGN,
"NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled within BWoccupied.NOTE 3:Io, SS-RSRP and SCH_RP levels have been derived from other parameters for information purposes. They are not settable parameters themselves.NOTE 4:The uplink resources for CSI reporting are assigned to the UE prior to the start of time period T2.NOTE 5:All UL/DL transmission shall be confined within BWoccupied (i.e. 10 MHz, 52 PRBs) from FC,low, and Io is independent of the BWchannel configured.NOTE 6:All UL/DL transmission shall be confined within BWoccupied (i.e. 40 MHz, 106 PRBs) from FC,low, and Io is independent of the BWchannel configured.NOTE 7:NPRB,c. is derived from Table 5.3.2-1 in TS38.101-1[18] with configured BWchannel.NOTE 8:On top of the reference configurations, CSI-RS offset should be set to meet the CSI reference resource timing definition in Clause 5.2.2.5 in TS 38.214 [26].NOTE 9:The SSB in referenceSignal in the TCI state is configured as the SSB in Cell 1.",,,,
