Parameter,,,Unit,Cell 2,,,Cell 4,,
,,,,T1,T2,T3,T1,T2,T3
NR RF Channel Number,,,,2,,,2,,
Duplex mode,,Config 1,,FDD,,,,,
,,"Config 2,3",,TDD,,,,,
TDD configuration,,Config 1,,Not Applicable,,,,,
,,Config 2,,TDDConf.1.1,,,,,
,,Config 3,,TDDConf.2.1,,,,,
BWchannel,,Config 1,MHz,"10: NPRB,c = 52",,,,,
,,Config 2,,"10: NPRB,c = 52",,,,,
,,Config 3,,"40: NPRB,c = 106",,,,,
BWP BW,,Config 1,MHz,"10: NPRB,c = 52",,,,,
,,Config 2,,"10: NPRB,c = 52",,,,,
,,Config 3,,"40: NPRB,c = 106",,,,,
DRX Cycle,,,ms,Not Applicable,,,,,
PDSCH Reference measurement channel,,Config 1,,SR.1.1 FDD,,,,,
,,Config 2,,SR.1.1 TDD,,,,,
,,Config 3,,SR2.1 TDD,,,,,
CORESET Reference Channel,,Config 1,,CR.1.1 FDD,,,,,
,,Config 2,,CR.1.1 TDD,,,,,
,,Config 3,,CR2.1 TDD,,,,,
TRS configuration,,Config 1,,TRS.1.1 FDD,,,,,
,,Config 2,,TRS.1.1 TDD,,,,,
,,Config 3,,TRS.1.2 TDD,,,,,
OCNG Patterns,,,,OP.1,,,,,
SMTC Configuration,,,,SMTC.1,,,,,
SSB Configuration,,"Config 1,2",,SSB.1 FR1,,,,,
,,Config 3,,SSB.2 FR1,,,,,
PDSCH/PDCCH subcarrier spacing,,"Config 1,2",kHz,15 kHz,,,,,
,,Config 3,,30 kHz,,,,,
PUCCH/PUSCH subcarrier spacing,,"Config 1,2",kHz,15 kHz,,,,,
,,Config 3,,30 kHz,,,,,
PRACH configuration,,,,FR1 PRACH configuration 1,,,,,
BWP configuration,,Initial DL BWP,,DLBWP.0.1,,,,,
,,Dedicated DL BWP,,DLBWP.1.1,,,,,
,,Initial UL BWP,,ULBWP.0.1,,,,,
,,Dedicated UL BWP,,ULBWP.1.1,,,,,
EPRE ratio of PSS to SSS,,,dB,0,,,,,
EPRE ratio of PBCH DMRS to SSS,,,,,,,,,
EPRE ratio of PBCH to PBCH DMRS,,,,,,,,,
EPRE ratio of PDCCH DMRS to SSS,,,,,,,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,,,,,,,
EPRE ratio of PDSCH DMRS to SSS,,,,,,,,,
EPRE ratio of PDSCH to PDSCH DMRS,,,,,,,,,
EPRE ratio of OCNG DMRS to SSS(Note 1),,,,,,,,,
EPRE ratio of OCNG to OCNG DMRS (Note 1),,,,,,,,,
Note2,,,dBm/15kHz,-98,,,,,
Note2,"Config 1,2",,dBm/SCS,-98,,,,,
,Config 3,,,-95,,,,,
,,,dB,4,4,4,-Infinity,-Infinity,5
,,,dB,4,4,4,-Infinity,-Infinity,5
SSB_RP,"Config 1,2",,dBm/SCS,-94,-94,-94,-Infinity,-Infinity,-93
,Config 3,,dBm/SCS,-91,-91,-91,-Infinity,-Infinity,-90
IoNote3,"Config 1,2",,dBm/9.36 MHz,-64.59,-64.59,-64.59,-70.05,-70.05,-63.85
,Config 3,,dBm/38.16 MHz,-58.49,-58.49,-58.49,-63.94,-63.94,-57.75
Propagation condition,,,-,AWGN,,,,,
NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.NOTE 3:Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.,,,,,,,,,
