Parameter,,,Unit,Cell 1,,,,
,,,,T1,T2,T3,T4,T5
Duplex mode,,Config 1,,FDD,,,,
,,"Config 2,3",,TDD,,,,
TDD configuration,,Config 2,,TDDConf.1.1,,,,
,,Config 3,,TDDConf.2.1,,,,
BWchannel,,"Config 1,2",MHz,"10: NPRB,c = 52",,,,
,,Config 3,,"40: NPRB,c = 106",,,,
BWP configuration,,Initial DL,,DLBWP.0.1,,,,
,,Initial UL,,ULBWP.0.1,,,,
,,Dedicated DL,,DLBWP.1.1,,,,
,,Dedicated UL,,ULBWP.1.1,,,,
TCI state,,,,TCI.State.0,,,,
CSI-RS configuration for CSI reporting,,Config 1,,CSI-RS.1.1 FDD,,,,
,,Config 2,,CSI-RS.1.1 TDD,,,,
,,Config 3,,CSI-RS.2.1 TDD,,,,
TRS Configuration,,Config 1,,TRS.1.1 FDD,,,,
,,Config 2,,TRS.1.1 TDD,,,,
,,Config 3,,TRS.1.2 TDD,,,,
PDSCH Reference measurement channel,,Config 1,,SR.1.1 FDD,,,,
,,Config 2,,SR.1.1 TDD,,,,
,,Config 3,,SR.2.1 TDD,,,,
Dedicated CORESET parameters,,Config 1,,CCR.1.1 FDD,,,,
,,Config 2,,CCR.1.1 TDD,,,,
,,Config 3,,CCR.2.1 TDD,,,,
RMSI CORESET parameters,,Config 1,,CR.1.1 FDD,,,,
,,Config 2,,CR.1.1 TDD,,,,
,,Config 3,,CR.2.1 TDD,,,,
OCNG Pattern,,,,OP.1,,,,
SSB Configuration,,"Config 1,2",,SSB.1 FR1,,,,
,,Config 3,,SSB.2 FR1,,,,
SMTC configuration,,,,SMTC.1,,,,
reportConfigType,,,,periodic,,,,
reportQuantity,,,,cri-RI-PMI-CQI,,,,
CSI reporting periodicity,,"Config 1,2",slot,5,,,,
,,Config 3,,10,,,,
CSI reporting offset,,"Config 1,2",slot,3,,,,
,,Config 3,,5,,,,
EPRE ratio of PSS to SSS,,,dB,0,,,,
EPRE ratio of PBCH DMRS to SSS,,,,,,,,
EPRE ratio of PBCH to PBCH DMRS,,,,,,,,
EPRE ratio of PDCCH DMRS to SSS,,,,,,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,,,,,,
EPRE ratio of PDSCH DMRS to SSS,,,,,,,,
EPRE ratio of PDSCH to PDSCH DMRS,,,,,,,,
EPRE ratio of OCNG DMRS to SSS Note1,,,,,,,,
EPRE ratio of OCNG to OCNG DMRS Note1,,,,,,,,
Noc Note2,"Config 1,2",,dBm/SCS,-104,,,,
,Config 3,,,-101,,,,
Ês/Iot,,,dB,17,,,,
Ês/Noc,,,dB,17,,,,
SS-RSRP Note3,"Config 1,2",,dBm/SCS,-87,,,,
,Config 3,,,-84,,,,
Io Note3,"Config 1,2",,dBm/9.36 MHz,-59.0,,,,
,Config 3,,dBm/38.16 MHz,-52.9,,,,
Propagation condition,,,,AWGN,,,,
Correlation Matrix and Antenna Configuration,,,,1x2 Low,,,,
"NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for Noc to be fulfilled.NOTE 3:SS-RSRP, SCH_RP, and Io levels have been derived from other parameters for information purpose. They are not settable parameters themselves.",,,,,,,,
