Parameter,,Unit,Cell 2
Frequency Range,,,FR1
Duplex mode,ConfigSCell 1,,FDD
,"ConfigSCell 2,3",,TDD
TDD configuration,ConfigSCell 1,,Not Applicable
,ConfigSCell 2,,TDDConf.1.1
,ConfigSCell 3,,TDDConf.1.2
BWchannel,"ConfigSCell 1,2",,Note 7
,ConfigSCell 3,,Note 7
BWoccupied,"ConfigSCell 1,2",RB,52 Note 5
,ConfigSCell 3,,106 Note 6
Active BWP ID,,,"1, 2"
Initial DL BWP Configuration,,,DLBWP.0.2Note4
Initial UL BWP Configuration,,,N.A.
Active DL BWP-0 Configuration,,,N.A.
Active DL BWP-1 Configuration,,,DLBWP.1.1Note4
Active DL BWP-2 Configuration,,,DLBWP.1.3Note4
Active UL BWP-0 Configuration,,,N.A.
Active UL BWP-1 Configuration,,,N.A.
Active UL BWP-2 Configuration,,,N.A.
PDSCH Reference,ConfigSCell 1,,SR.1.1 FDD
measurement channel,ConfigSCell 2,,SR.1.1 TDD
,ConfigSCell 3,,SR.2.1 TDD
RMSI CORESET,ConfigSCell 1,,CR.1.1 FDD
parameters,ConfigSCell 2,,CR.1.1 TDD
,ConfigSCell 3,,CR.2.1 TDD
Dedicated CORESET,ConfigSCell 1,,CCR.1.2 FDD
parameters,ConfigSCell 2,,CCR.1.2 TDD
,ConfigSCell 3,,CCR.2.4 TDD
TRS Configuration,ConfigSCell 1,,TRS.1.1 FDD
,ConfigSCell 2,,TRS.1.1 TDD
,ConfigSCell 3,,TRS.1.2 TDD
OCNG Patterns,"ConfigSCell 1,2",,OP.1 Note 5
,ConfigSCell 3,,OP.1 Note 6
SSB Configuration,"ConfigSCell 1,2",,SSB.1 FR1
,ConfigSCell 3,,SSB.2 FR1
SMTC Configuration,,,SMTC.1
Correlation Matrix and Antenna Configuration,,,1x2 Low
EPRE ratio of PSS to SSS,,dB,0
EPRE ratio of PBCH DMRS to SSS,,,
EPRE ratio of PBCH to PBCH DMRS,,,
EPRE ratio of PDCCH DMRS to SSS,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,
EPRE ratio of PDSCH DMRS to SSS,,,
EPRE ratio of PDSCH to PDSCH DMRS,,,
EPRE ratio of OCNG DMRS to SSS Note 1,,,
EPRE ratio of OCNG to OCNG DMRS Note 1,,,
NocNote 2,"ConfigSCell 1,2",dBm/SCS,-104
,ConfigSCell 3,,-101
NocNote 2,,dBm/15kHz,-104
SS-RSRP Note 3,"ConfigSCell 1,2",dBm/SCS,-87
,ConfigSCell 3,,-84
Ês/Iot,,dB,17
Ês/Noc,,dB,17
IoNote3,"ConfigSCell 1,2",dBm/9.36 MHz,-58.96
,ConfigSCell 3,dBm/38.16 MHz,-52.86
Propagation Condition,,,AWGN
"NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for Noc to be fulfilled within BWoccupied.NOTE 3:SS-RSRP and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.NOTE 4:For unpaired spectrum, a DL BWP is linked with an UL BWP. DLBWP.0.2 is linked with ULBWP.0.2; DLBWP.1.1 is linked with ULBWP.1.1; DLBWP.1.3 is linked with ULBWP.1.3 defined in clause 12 of TS 38.213 [3].NOTE 5:All UL/DL transmission shall be confined within BWoccupied (i.e. 10 MHz, 52 PRBs) from FC,low, and Io is independent of the BWchannel configured.NOTE 6:All UL/DL transmission shall be confined within BWoccupied (i.e. 40 MHz, 106 PRBs) from FC,low, and Io is independent of the BWchannel configured.NOTE 7:NPRB,c. is derived from Table 5.3.2-1 in TS38.101-1[18] with configured BWchannel.",,,
