Parameter,,,,Unit,Value,Comment
,,,,,Test1,
Active PCell,,,,,Cell 1,
RF Channel Number,,,,,1,
Duplex mode,,Config 1,,,FDD,
,,"Config 2, 3",,,TDD,
TDD Configuration,,Config 1,,,Not Applicable,
,,Config 2,,,TDDConf.1.1,
,,Config 3,,,TDDConf.2.1,
RMSI CORESET Reference Channel,,Config 1,,,CR.1.1 FDD,A.3.1.2
,,Config 2,,,CR.1.1 TDD,
,,Config 3,,,CR.2.1 TDD,
Dedicated CORESET Reference Channel,,Config 1,,,CCR.1.1 FDD,A.3.1.3
,,Config 2,,,CCR.1.1 TDD,
,,Config 3,,,CCR.2.1 TDD,
SSB Configuration,,Config 1,,,SSB.3  FR1,A.3.10
,,Config 2,,,SSB.3  FR1,
,,Config 3,,,SSB.4  FR1,
SMTC Configuration,,"Config 1, 2",,,SMTC.1,A.3.11
,,Config 3,,,SMTC.1,
PDSCH/PDCCH subcarrier spacing,,"Config 1, 2",,,15 kHz,
,,Config 3,,,30 kHz,
PRACH Configuration,,"Config 1, 2,3",,,FR1 PRACH configuration 4,A.3.8.2
OCNG parameters,,,,,OP.1,A.3.2.1
CP length,,,,,Normal,
Correlation Matrix and Antenna Configuration,,,,,2x2 Low,
Beam failure detection transmission parameters,DCI format,,,,1-0,
,Number of Control OFDM symbols,,,,2,
,Aggregation level,,,CCE,8,
,Ratio of hypothetical PDCCH RE energy to average CSI-RS RE energy,,,dB,0,
,Ratio of hypothetical PDCCH DMRS energy to average CSI-RS RE energy,,,dB,0,
,DMRS precoder granularity,,,,REG bundle size,
,REG bundle size,,,,6,
DRX,,,,,DRX.7,A.3.3.7
Gap pattern ID,,,,,N.A.,
schedulingRequestID-BFR- r17,,,,,Configured,
Periodicity of PUCCH for SR configuration for BFR on PCell,,,Config 1,slot,5,5 ms
,,,"Config 2, 3",,10,
rlmInSyncOutOfSyncThreshold,,,,,absent,"When the field is absent, the UE applies the value 0. (Table 8.1.1-1)."
rsrp-ThresholdCSI-RS,,"Config 1, 2",,dBm/SCS kHz,-98,Threshold used for Qin_LR_CSI-RS
,,Config 3,,,-95,
powerControlOffsetSS,,,,,db0,Used for deriving rsrp-ThresholdCSI-RS
beamFailureInstanceMaxCount,,,,,n1,see clause 5.17 of TS 38.321 [7]
beamFailureDetectionTimer,,,,,pbfd4,see clause 5.17 of TS 38.321 [7]
CSI-RS configuration for TRP0,,Config 1,,,CSI-RS.1.2 FDD,A.3.14.1
,,Config 2,,,CSI-RS.1.2 TDD,
,,Config 3,,,CSI-RS.2.2 TDD,
CSI-RS configuration for TRP1,,Config 1,,,CSI-RS.1.7 FDD,
,,Config 2,,,CSI-RS.1.6 TDD,
,,Config 3,,,CSI-RS.2.7 TDD,
"CSI-RS Index assigned as BFD RS (q0,0)",,,,,0,
"CSI-RS Index assigned as CBD RS (q1,0)",,,,,1,
"CSI-RS Index assigned as BFD RS (q0,1)",,,,,2,
"CSI-RS Index assigned as CBD RS (q1,1)",,,,,3,
CSI-RS index assigned as RLM RS,,,,,"0,1,2,3",
CSI-RS configuration for CSI reporting,,Config 1,,,CSI-RS.1.1 FDD,A.3.14.1
,,Config 2,,,CSI-RS.1.1 TDD,
,,Config 3,,,CSI-RS.2.1 TDD,
TRS configuration,,Config 1,,,TRS.1.1 FDD,
,,Config 2,,,TRS.1.1 TDD,
,,Config 3,,,TRS.1.2 TDD,
T310 Timer,,,,ms,1000,
N310,,,,,2,
T1,,,,s,1,During this time the the UE shall be fully synchronized to Cell 1
T2,,,,s,8.37,
T3,,,,s,6.44,
T4,,,,s,0,
T5,,,,s,1.97,
D1,,,,s,1.93,
NOTE 1:UE-specific PDCCH is not transmitted after T1 starts.,,,,,,
