Parameter,,,,Unit,Test 1,,
,,,,,T1,T2,T3
EPRE ratio of PDCCH DMRS to SSS,,,,dB,4,,
EPRE ratio of PDCCH to PDCCH DMRS,,,,dB,0,,
EPRE ratio of PBCH DMRS to SSS,,,,dB,0,,
EPRE ratio of PBCH to PBCH DMRS,,,,dB,,,
EPRE ratio of PSS to SSS,,,,dB,,,
EPRE ratio of PDSCH DMRS to SSS,,,,dB,,,
EPRE ratio of PDSCH to PDSCH DMRSDMRS,,,,dB,,,
EPRE ratio of OCNG DMRS to SSS,,,,dB,,,
EPRE ratio of OCNG to OCNG DMRS,,,,dB,,,
SSB with index 0,,,,dB,[7],,
,,"Config 1, 2, 3",,dBm/15kHz,[-101],,
,,,,dB,[7],,
,SS-RSRP Note 4,,"Config 1, 2",dBm/ SCS,[-94],,
,,,Config 3,,[-91],,
SSB with index 1,,,,dB,[-3],,
,,"Config 1, 2, 3",,dBm/15kHz,[-101],,
,,,,dB,[-3],,
,SS-RSRP Note 4,,"Config 1, 2",dBm/ SCS,[-104],,
,,,Config 3,,[-101],,
Io Note 5,"Config 1, 2",,,dBm,-65.3/9.36 MHz,,
,Config 3,,,,-59.2/38.16 MHz,,
Propagation condition,,,,,AWGN,,
"NOTE 1:OCNG shall be used such that the resources in Cell 1 are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:The signal contains PDCCH for UEs other than the device under test as part of OCNG.NOTE 3:SNR levels correspond to the signal to noise ratio over the SSS REs.NOTE 4:The DL PDSCH reference measurement channel is used in the test only when a downlink transmission dedicated to the UE under test is required.NOTE 5:SS-RSRP, Es/Iot and Io levels have been derived from other parameters for information purpose. They are not settable parameters.",,,,,,,
