NR CA Band,NR Band(Table 5.2-1),DL interruption allowed (Note 2
CA_n1-n3-n5-n7,"n1, n3, n5, n7",
CA_n1-n3-n5-n28,"n1, n3, n5, n28",
CA_n1-n3-n5-n78,"n1, n3, n5, n78","No for n1-n78, n3-n78, n5-n78"
CA_n1-n3-n7-n8,"n1, n3, n7, n8",
CA_n1-n3-n7-n20,"n1, n3, n7, n20",
CA_n1-n3-n7-n26,"n1, n3, n7, n26",
CA_n1-n3-n7-n28,"n1, n3, n7, n28",
CA_n1-n3-n7-n38,"n1, n3, n7, n38",
CA_n1-n3-n7-n67,"n1, n3, n7, n67",
CA_n1-n3-n7-n75,"n1, n3, n7, n75",
CA_n1-n3-n7-n77,"n1, n3, n7, n77",
CA_n1-n3-n7-n79,"n1, n3, n7, n79",
CA_n1-n3-n7-n781,"n1, n3, n7, n78",
CA_n1-n3-n7-n105,"n1, n3, n7, n105",
CA_n1-n3-n8-n41,"n1, n3, n8, n41",
CA_n1-n3-n8-n77,"n1, n3, n8, n77",
CA_n1-n3-n8-n781,"n1, n3, n8, n78",
CA_n1-n3-n18-n28,"n1, n3, n18, n28",
CA_n1-n3-n18-n41,"n1, n3, n18, n41",
CA_n1-n3-n18-n77,"n1, n3, n18, n77",
CA_n1-n3-n20-n41,"n1, n3, n20, n41",
CA_n1-n3-n20-n67,"n1, n3, n20, n67",
CA_n1-n3-n20-n71,"n1, n3, n20, n71",
CA_n1-n3-n20-n75,"n1, n3, n20, n75",
CA_n1-n3-n20-n77,"n1, n3, n20, n77",
CA_n1-n3-n20-n78,"n1, n3, n20, n78",
CA_n1-n3-n26-n78,"n1, n3, n26, n78",
CA_n1-n3-n28-n38,"n1, n3, n28, n38",
CA_n1-n3-n28-n40,"n1, n3, n28, n40",
CA_n1-n3-n28-n41,"n1, n3, n28, n41",
CA_n1-n3-n28-n75,"n1, n3, n28, n75",
CA_n1-n3-n28-n771,"n1, n3, n28, n77",
CA_n1-n3-n28-n78,"n1, n3, n28, n78",
CA_n1-n3-n28-n791,"n1, n3, n28, n79",
CA_n1-n3-n40-n77,"n1, n3, n40, n77",
CA_n1-n3-n40-n105,"n1, n3, n40, n105",
CA_n1-n3-n41-n71,"n1, n3, n41, n71",
CA_n1-n3-n41-n77,"n1, n3, n41, n77",
CA_n1-n3-n41-n78,"n1, n3, n41, n78",
CA_n1-n3-n41-n79,"n1, n3, n41, n79",
CA_n1-n3-n67-n78,"n1, n3, n67, n78",
CA_n1-n3-n71-n77,"n1, n3, n71, n77",
CA_n1-n3-n71-n78,"n1, n3, n71, n78",
CA_n1-n3-n75-n78,"n1, n3, n75, n78",
CA_n1-n3-n77-n79,"n1, n3, n77, n79",
CA_n1-n5-n7-n40,"n1, n5, n7, n40",
CA_n1-n5-n7-n78,"n1, n5, n7, n78",
CA_n1-n5-n7-n105,"n1, n5, n7, n105",
CA_n1-n5-n28-n78,"n1, n5, n28, n78",
CA_n1-n5-n28-n79,"n1, n5, n28, n79",
CA_n1-n5-n40-n78,"n1, n5, n40, n78",
CA_n1-n5-n40-n105,"n1, n5, n40, n105",
CA_n1-n5-n78-n79,"n1, n5, n78, n79",
CA_n1-n5-n78-n105,"n1, n5, n78, n105",
CA_n1-n7-n8-n40,"n1, n7, n8, n40",
CA_n1-n7-n8-n781,"n1, n7, n8, n78",
CA_n1-n7-n20-n67,"n1, n7, n20, n67",
CA_n1-n7-n20-n75,"n1, n7, n20, n75",
CA_n1-n7-n20-n78,"n1, n7, n20, n78",
CA_n1-n7-n26-n78,"n1, n7, n26, n78",
CA_n1-n7-n28-n38,"n1, n7, n28, n38",
CA_n1-n7-n28-n75,"n1, n7, n28, n75",
CA_n1-n7-n28-n78,"n1, n7, n28, n78",
CA_n1-n7-n40-n78,"n1, n7, n40, n78",
CA_n1-n7-n40-n105,"n1, n7, n40, n105",
CA_n1-n7-n67-n78,"n1, n7, n67, n78",
CA_n1-n7-n75-n78,"n1, n7, n75, n78",
CA_n1-n7-n78-n105,"n1, n7, n78, n105",
CA_n1-n8-n40-n78,"n1, n8, n40, n78",
CA_n1-n8-n41-n78,"n1, n8, n41, n78",
CA_n1-n8-n78-n79,"n1, n8, n78, n79",
CA_n1-n18-n28-n41,"n1, n18, n28, n41",
CA_n1-n18-n28-n77,"n1, n18, n28, n77",
CA_n1-n18-n41-n77,"n1, n18, n41, n77",
CA_n1-n20-n41-n71,"n1, n20, n41, n71",
CA_n1-n20-n41-n77,"n1, n20, n41, n77",
CA_n1-n20-n41-n78,"n1, n20, n41, n78",
CA_n1-n20-n67-n78,"n1, n20, n67, n78",
CA_n1-n20-n71-n78,"n1, n20, n71, n78",
CA_n1-n20-n75-n78,"n1, n20, n75, n78",
CA_n1-n28-n38-n78,"n1, n28, n38, n78",
CA_n1-n28-n40-n77,"n1, n28, n40, n77",
CA_n1-n28-n40-n78,"n1, n28, n40, n78",
CA_n1-n28-n41-n77,"n1, n28, n41, n77",
CA_n1-n28-n41-n79,"n1, n28, n41, n79",
CA_n1-n28-n75-n78,"n1, n28, n75, n78",
CA_n1-n28-n77-n79,"n1, n28, n77, n79",
CA_n1-n28-n78-n79,"n1, n28, n78, n79",
CA_n1-n41-n71-n77,"n1, n41, n71, n77",
CA_n1-n41-n71-n78,"n1, n41, n71, n78",
CA_n1-n41-n77-n79,"n1, n41, n77, n79",
CA_n2-n5-n30-n66,"n2, n5, n30, n66",
CA_n2-n5-n30-n77,"n2, n5, n30, n77",
CA_n2-n5-n48-n66,"n2, n5, n48, n66",
CA_n2-n5-n48-n77,"n2, n5, n48, n77",
CA_n2-n5-n66-n77,"n2, n5, n66, n77",
CA_n2-n12-n30-n66,"n2, n12, n30, n66",
CA_n2-n12-n30-n77,"n2, n12, n30, n77",
CA_n2-n12-n66-n77,"n2, n12, n66, n77",
CA_n2-n14-n30-n66,"n2, n14, n30, n66",
CA_n2-n14-n30-n77,"n2, n14, n30, n77",
CA_n2-n14-n66-n77,"n2, n14, n66, n77",
CA_n2-n29-n30-n66,"n2, n29, n30, n66",
CA_n2-n29-n30-n77,"n2, n29, n30, n77",
CA_n2-n29-n66-n77,"n2, n29, n66, n77",
CA_n2-n30-n66-n77,"n2, n30, n66, n77",
CA_n2-n41-n66-n71,"n2, n41, n66, n71",
CA_n2-n48-n66-n77,"n2, n48, n66, n77",
CA_n2-n66-n71-n77,"n2, n66, n71, n77",
CA_n2-n66-n71-n78,"n2, n66, n71, n78",
CA_n3-n5-n7-n78,"n3, n5, n7, n78",
CA_n3-n5-n28-n78,"n3, n5, n28, n78",
CA_n3-n5-n28-n79,"n3, n5, n28, n79",
CA_n3-n7-n8-n781,"n3, n7, n8, n78",
