NR Band,SCS (kHz),UE Channel bandwidth (MHz),,,,,,,,,,,,,,,,
,,3,5,7,10,15,20,25,30,35,40,45,50,60,70,80,90,100
n1,15,,5,,10,15,20,25,30,,40,45,50,,,,,
,30,,,,10,15,20,25,30,,40,45,50,,,,,
,60,,,,10,15,20,25,30,,40,45,50,,,,,
n2,15,,5,,10,15,20,25,30,35,40,,,,,,,
,30,,,,10,15,20,25,30,35,40,,,,,,,
,60,,,,10,15,20,25,30,35,40,,,,,,,
n3,15,,5,,10,15,20,25,30,35,40,45,50,,,,,
,30,,,,10,15,20,25,30,35,40,45,50,,,,,
,60,,,,10,15,20,25,30,35,40,45,50,,,,,
n5,15,34,5,74,10,15,20,253,,,,,,,,,,
,30,,,,10,15,20,253,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n7,15,,5,,10,15,20,25,30,35,40,,50,,,,,
,30,,,,10,15,20,25,30,35,40,,50,,,,,
,60,,,,10,15,20,25,30,35,40,,50,,,,,
n8,15,,5,,10,15,20,253,303,353,,,,,,,,
,30,,,,10,15,20,253,303,353,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n12,15,34,5,,10,15,,,,,,,,,,,,
,30,,,,10,15,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n13,15,,5,,10,,,,,,,,,,,,,
,30,,,,10,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n1410,15,,5,,10,,,,,,,,,,,,,
,30,,,,10,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n18,15,,5,,10,15,,,,,,,,,,,,
,30,,,,10,15,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n20,15,,5,,10,15,20,,,,,,,,,,,
,30,,,,10,15,20,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n24,15,,5,,10,,,,,,,,,,,,,
,30,,,,10,,,,,,,,,,,,,
,60,,,,10,,,,,,,,,,,,,
n25,15,,5,,10,15,20,25,30,35,40,453,,,,,,
,30,,,,10,15,20,25,30,35,40,453,,,,,,
,60,,,,10,15,20,25,30,35,40,453,,,,,,
n26,15,34,5,74,10,15,20,253,303,,,,,,,,,
,30,,,,10,15,20,253,303,,,,,,,,,
n28,15,34,5,,10,15,207,257,307,,"404,7",,,,,,,
,30,,,,10,15,207,257,307,,"404,7",,,,,,,
,60,,,,,,,,,,,,,,,,,
n29,15,,5,,10,,,,,,,,,,,,,
,30,,,,10,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n30,15,,5,,10,,,,,,,,,,,,,
,30,,,,10,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n31,15,34,5,,,,,,,,,,,,,,,
,30,,,,,,,,,,,,,,,,,
,60,,,,,,,,,,,,,,,,,
n34,15,,5,,10,15,,,,,,,,,,,,
,30,,,,10,15,,,,,,,,,,,,
,60,,,,10,15,,,,,,,,,,,,
n3810,15,,5,,10,15,20,25,30,,40,,,,,,,
,30,,,,10,15,20,25,30,,40,,,,,,,
,60,,,,10,15,20,25,30,,40,,,,,,,
n39,15,,5,,10,15,20,25,30,35,40,,,,,,,
,30,,,,10,15,20,25,30,35,40,,,,,,,
,60,,,,10,15,20,25,30,35,40,,,,,,,
n40,15,,55,,10,15,20,25,30,,40,,50,,,,,
,30,,,,10,15,20,25,30,,40,,50,60,70,80,90,100
,60,,,,10,15,20,25,30,,40,,50,60,70,80,90,100
n41,15,,"54,11",,10,15,20,25,30,35,40,45,50,,,,,
,30,,,,10,15,20,25,30,35,40,45,50,60,70,80,90,100
,60,,,,10,15,20,25,30,35,40,45,50,60,70,80,90,100
n46,15,,,,105,,20,,,,40,,,,,,,
,30,,,,105,,20,,,,40,,,60,,80,,1004
