NR CA Band,NR Band(Table 5.2-1),DL interruption allowed (Note 4)
CA_n1-n3-n5,"n1, n3, n5",
CA_n1-n3-n7,"n1, n3, n7",
CA_n1-n3-n8,"n1, n3, n8",
CA_n1-n3-n18,"n1, n3, n18",
CA_n1-n3-n20,"n1, n3, n20",
CA_n1-n3-n26,"n1, n3, n26",
CA_n1-n3-n28,"n1, n3, n28",
CA_n1-n3-n38,"n1, n3, n38",
CA_n1-n3-n40,"n1, n3, n40",
CA_n1-n3-n413,"n1, n3, n41",
CA_n1-n3-n71,"n1, n3, n71",
CA_n1-n3-n75,"n1, n3, n75",
CA_n1-n3-n77,"n1, n3, n77",
CA_n1-n3-n783,"n1, n3, n78","No for CA_n1-n78, CA_n3-n78"
CA_n1-n3-n793,"n1, n3, n79",
CA_n1-n3-n105,"n1, n3, n105",
CA_n1-n5-n7,"n1, n5, n7",
CA_n1-n5-n8,"n1, n5, n8",
CA_n1-n5-n28,"n1, n5, n28",
CA_n1-n5-n40,"n1, n5, n40",
CA_n1-n5-n78,"n1, n5, n78","No for n1-n78, n5-n78"
CA_n1-n5-n79,"n1, n5, n79",
CA_n1-n5-n105,"n1, n5, n105",
CA_n1-n7-n8,"n1, n7, n8",
CA_n1-n7-n20,"n1, n7, n20",
CA_n1-n7-n28,"n1, n7, n28",
CA_n1-n7-n38,"n1, n7, n38",
CA_n1-n7-n40,"n1, n7, n40",
CA_n1-n7-n67,"n1, n7, n67",
CA_n1-n7-n75,"n1,n7, n75",
CA_n1-n7-n77,"n1,n7, n77",
CA_n1-n7-n783,"n1, n7, n78",
CA_n1-n7-n79,"n1, n7, n79",
CA_n1-n7-n105,"n1, n7, n105",
CA_n1-n8-n28,"n1, n8, n28",
CA_n1-n8-n40,"n1, n8, n40",
CA_n1-n8-n41,"n1, n8, n41",
CA_n1-n8-n77,"n1, n8, n77",
CA_n1-n8-n783,"n1, n8, n78",
CA_n1-n8-n79,"n1, n8, n79",
CA_n1-n18-n28,"n1, n18, n28",
CA_n1-n18-n41,"n1, n18, n41",
CA_n1-n18-n77,"n1, n18, n77",
CA_n1-n20-n41,"n1, n20, n41",
CA_n1-n20-n67,"n1, n20, n67",
CA_n1-n20-n71,"n1, n20, n71",
CA_n1-n20-n77,"n1, n20, n77",
CA_n1-n20-n78,"n1, n20, n78",
CA_n1-n26-n78,"n1, n26, n78",
CA_n1-n28-n38,"n1, n28, n38",
CA_n1-n28-n40,"n1, n28, n40",
CA_n1-n28-n413,"n1, n28, n41",
CA_n1-n28-n46,"n1, n28, n46",
CA_n1-n28-n75,"n1, n28, n75",
CA_n1-n28-n773,"n1, n28, n77",
CA_n1-n28-n783,"n1, n28, n78",
CA_n1-n28-n793,"n1, n28, n79",
CA_n1-n28-n102,"n1, n28, n102",
CA_n1-n38-n78,"n1, n38, n78",
CA_n1-n40-n41,"n1, n40, n41",
CA_n1-n40-n77,"n1, n40, n77",
CA_n1-n40-n78,"n1, n40, n78",
CA_n1-n40-n79,"n1, n40, n79",
CA_n1-n40-n105,"n1, n40, n105",
CA_n1-n41-n71,"n1, n41, n71",
CA_n1-n41-n773,"n1, n41, n77",
CA_n1-n41-n78,"n1, n41, n78",
CA_n1-n41-n79,"n1, n41, n79",
CA_n1-n46-n78,"n1, n46, n78",
CA_n1-n71-n77,"n1, n71, n77",
CA_n1-n71-n78,"n1, n71, n78",
CA_n1-n67-n78,"n1, n67, n78",
CA_n1-n75-n78,"n1, n75, n78",
CA_n1-n77-n79,"n1, n77, n79",
CA_n1-n78-n79,"n1, n78, n79",
CA_n1-n78-n102,"n1, n78, n102",
CA_n1-n78-n105,"n1, n78, n105",
CA_n2-n5-n30,"n2, n5, n30",
CA_n2-n5-n41,"n2, n5, n41",
CA_n2-n5-n48,"n2, n5, n48",
CA_n2-n5-n66,"n2, n5, n66",
CA_n2-n5-n77,"n2, n5, n77",
CA_n2-n7-n12,"n2, n7, n12",
CA_n2-n7-n66,"n2, n7, n66",
CA_n2-n7-n71,"n2, n7, n71",
CA_n2-n7-n77,"n2, n7, n77",
CA_n2-n12-n30,"n2, n12, n30",
CA_n2-n12-n41,"n2, n12, n41",
CA_n2-n12-n66,"n2, n12, n66",
CA_n2-n12-n71,"n2, n12, n71",
CA_n2-n12-n77,"n2, n12, n77",
CA_n2-n14-n30,"n2, n14, n30",
CA_n2-n14-n66,"n2, n14, n66",
CA_n2-n14-n77,"n2, n14, n77",
CA_n2-n29-n30,"n2, n29, n30",
CA_n2-n29-n66,"n2, n29, n66",
CA_n2-n29-n77,"n2, n29, n77",
CA_n2-n30-n66,"n2, n30, n66",
CA_n2-n30-n77,"n2, n30, n77",
CA_n2-n41-n66,"n2, n41, n66",
CA_n2-n41-n71,"n2, n41, n71",
CA_n2-n48-n66,"n2, n48, n66",
CA_n2-n48-n77,"n2, n48, n77",
CA_n2-n66-n71,"n2, n66, n71",
CA_n2-n66-n77,"n2, n66, n77",
CA_n2-n66-n78,"n2, n66, n78",
CA_n2-n71-n77,"n2, n71, n77",
CA_n2-n71-n78,"n2, n71, n78",
CA_n3-n5-n7,"n3, n5, n7",
CA_n3-n5-n28,"n3, n5, n28",
CA_n3-n5-n78,"n3, n5, n78","No for n3-n78, n5-n78"
CA_n3-n5-n79,"n3, n5, n79",
CA_n3-n7-n8,"n3, n7, n8",
CA_n3-n7-n20,"n3, n7, n20",
CA_n3-n7-n26,"n3, n7, n26",
CA_n3-n7-n28,"n3, n7, n28",
CA_n3-n7-n38,"n3, n7, n38",
CA_n3-n7-n67,"n3, n7, n67",
CA_n3-n7-n75,"n3, n7, n75",
CA_n3-n7-n77,"n3, n7, n77",
CA_n3-n7-n783,"n3, n7, n78",
CA_n3-n7-n79,"n3, n7, n79",
CA_n3-n7-n105,"n3, n7, n105",
CA_n3-n8-n28,"n3, n8, n28",
CA_n3-n8-n39,"n3, n8, n39",
CA_n3-n8-n40,"n3, n8, n40",
CA_n3-n8-n41,"n3, n8, n41",
CA_n3-n8-n77,"n3, n8, n77",
CA_n3-n8-n783,"n3, n8, n78",
CA_n3-n8-n79,"n3, n8, n79",
CA_n3-n18-n28,"n3, n18, n28",
CA_n3-n18-n41,"n3, n18, n41",
CA_n3-n18-n77,"n3, n18, n77",
CA_n3-n20-n28,"n3, n20, n28",
CA_n3-n20-n41,"n3, n20, n41",
CA_n3-n20-n67,"n3, n20, n67",
CA_n3-n20-n71,"n3, n20, n71",
CA_n3-n20-n75,"n3, n20, n75",
CA_n3-n20-n77,"n3, n20, n77",
CA_n3-n20-n78,"n3, n20, n78",
CA_n3-n26-n78,"n3, n26, n38",
CA_n3-n28-n38,"n3, n28, n38",
CA_n3-n28-n403,"n3, n28, n40",
CA_n3-n28-n413,"n3, n28, n41",
CA_n3-n28-n75,"n3, n28, n75",
CA_n3-n28-n773,"n3, n28, n77",
CA_n3-n28-n783,"n3, n28, n78",
CA_n3-n28-n793,"n3, n28, n79",
CA_n3-n38-n40,"n3, n38, n40",
CA_n3-n39-n41,"n3, n39, n41",
CA_n3-n39-n79,"n3, n39, n79",
CA_n3-n40-n41,"n3, n40, n41","No for CA n3-n40, CA n3-n41"
CA_n3-n40-n77,"n3, n40, n77",
CA_n3-n40-n78,"n3, n40, n78",
