Parameter,,Unit,Cell 2,,,Cell 3,,,Cell 4,,
,,,T1,T2,T3,T1,T2,T3,T1,T2,T3
SSB ARFCN,,,freq1,,,freq2,,,freq3,,
Duplex mode,"Config 1,2",,TDD,,,,,,,,
TDD configuration,"Config 1,2",,TDDConf.3.1,,,,,,,,
BWchannel,"Config 1,2",MHz,"100: NPRB,c = 66",,,,,,,,
DL initial BWP configuration,"Config 1,2",,DLBWP.0.1,,,,,,,,
DL dedicated BWP configuration,"Config 1,2",,DLBWP.1.1,,,,,,,,
UL initial BWP configuration,"Config 1,2",,ULBWP.0.1,,,,,,,,
UL dedicated BWP configuration,"Config 1,2",,ULBWP.1.1,,,,,,,,
Timing offset to Cell 2,,ms,Not Applicable,,,0,,,0,,
PDSCH Reference measurement channel,"Config 1,2",,SR.3.1 TDD,,,SR.3.1 TDD,,,SR.3.1 TDD,,
RMSI CORESET Reference Channel,"Config 1,2",,CR.3.1 TDD,,,CR.3.1 TDD,,,CR.3.1 TDD,,
RMC CORESET Reference Channel,"Config 1,2",,CCR.3.1 TDD,,,CCR.3.1 TDD,,,CCR.3.1 TDD,,
TRS configuration,"Config 1,2",,TRS.2.1 TDD,,,TRS.2.1 TDD,,,TRS.2.1 TDD,,
CSI-RS configuration,"Config 1,2",,CSI-RS.3.1 TDD,,,N/A,CSI-RS.3.1 TDD,,N/A,CSI-RS.3.1 TDD,
CSI reporting periodicity,"Config 1,2",slot,40,,,40,,,-,,
CSI reporting offset,"Config 1,2",slot,4,,,4,,,-,,
OCNG Patterns,,,OP.1,,,,,,,,
SMTC configuration,,,SMTC.1,,,,,,,,
SSB configuration,"Config 1,2",,SSB.1 FR2,,,SSB.1 FR2,,,N/A,SSB.1 FR2,
EPRE ratio of PSS to SSS,,dB,0,,,,,,,,
EPRE ratio of PBCH DMRS to SSS,,,,,,,,,,,
EPRE ratio of PBCH to PBCH DMRS,,,,,,,,,,,
EPRE ratio of PDCCH DMRS to SSS,,,,,,,,,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,,,,,,,,,
EPRE ratio of PDSCH DMRS to SSS,,,,,,,,,,,
EPRE ratio of PDSCH to PDSCH,,,,,,,,,,,
EPRE ratio of OCNG DMRS to SSS(Note 1),,,,,,,,,,,
EPRE ratio of OCNG to OCNG DMRS (Note 1),,,,,,,,,,,
Propagation condition,,-,AWGN,,,,,,,,
NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.,,,,,,,,,,,
