Parameter,,Unit,Test 1,,Test 2,
,,,Cell 2,Cell 3,Cell 2,Cell 3
SSB ARFCN,,,Freq1,,Freq1,
Duplex mode,,,TDD,,TDD,
TDD configuration,,,TDDConf.3.1,,TDDConf.3.1,
BWchannel,,MHz,"100: NPRB,c = 66",,"100: NPRB,c = 66",
BWP configuration,Initial DL BWP,,DLBWP.0.1,,,
,Dedicated DL BWP,,DLBWP.1.1,,,
,Initial UL BWP,,ULBWP.0.1,,,
,Dedicated UL BWP,,ULBWP.1.1,,,
TRS configuration,,,TRS.2.1 TDD,,TRS.2.1 TDD,
CSI-RS configuration for RRM,,,CSI-RS.RRM.FR2.1 TDD,,,
TCI state,,,TCI.State.0,,TCI.State.0,
PDSCH Reference measurement channel,,,SR.3.1 TDD,,SR.3.1 TDD,
RMSI CORESET Reference Channel,,,CR.3.1 TDD,-,CR.3.1 TDD,-
Control channel RMC,,,CCR.3.1 TDD,-,CCR.3.1 TDD,-
OCNG Patterns,,,OP.1,OP.1,OP.1,OP.1
SMTC configuration,,,SMTC.1,,,
SSB configuration,,,SSB.1 FR2,SSB.1 FR2,SSB.1 FR2,SSB.1 FR2
Time offset with Cell 2,,s,-,0.58,-,0.58
,,,,,,
PDSCH/PDCCH subcarrier spacing,,kHz,120,120,120,120
SS-RSSI-Measurement,,,Not Applicable,,,
EPRE ratio of PSS to SSS,,dB,0,0,0,0
EPRE ratio of PBCH_DMRS to SSS,,,,,,
EPRE ratio of PBCH to PBCH_DMRS,,,,,,
EPRE ratio of PDCCH_DMRS to SSS,,,,,,
EPRE ratio of PDCCH to PDCCH_DMRS,,,,,,
EPRE ratio of PDSCH_DMRS to SSS,,,,,,
EPRE ratio of PDSCH to PDSCH_DMRS,,,,,,
EPRE ratio of OCNG DMRS to SSSNote 1,,,,,,
EPRE ratio of OCNG to OCNG DMRS Note 1,,,,,,
"NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.NOTE 3:CSI-RSRQ, CSI-RSRP, and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.NOTE 4:CSI-RSRQ and CSI-RSRP minimum requirements are specified assuming independent interference and noise at each receiver antenna port.NOTE 5:Void",,,,,,
