Parameter,,Unit,Test-1,Comments
SSB Configuration,Config 1,,SSB.1 FR2,As defined in A.3.10
Duplex Mode for Cell 2,Config 1,,TDD,
TDD Configuration,Config 1,,TDDConf.3.1,
BWchannel,Config 1,MHz,"100: NPRB,c = 24",
OCNG Pattern Note 1,,,OCNG pattern 1,As defined in A.3.2.1.
PDSCH Reference Channel Note 2,Config 1,,SR3.1 TDD,As defined in A.3.1.1.
RMSI CORESET Reference Channel,Config 1,,CR.3.1 TDD,As defined in A.3.1.2
RMC CORESET Reference Channel,Config 1,,CCR.3.1 TDD,
NR RF Channel Number,,,1,
EPRE ratio of PSS to SSS,,dB,0,
EPRE ratio of PBCH_DMRS to SSS,,dB,,
EPRE ratio of PBCH to PBCH_DMRS,,dB,,
EPRE ratio of PDCCH_DMRS to SSS,,dB,,
EPRE ratio of PDCCH to PDCCH_DMRS,,dB,,
EPRE ratio of PDSCH_DMRS to SSS,,dB,,
EPRE ratio of PDSCH to PDSCH_DMRS,,dB,,
ss-PBCH-BlockPower,,dBm/ SCS,+20 +ΔUL,As defined in TS 38.331 [2].ΔUL is derived from the uplink calibration process Note 3
Configured UE transmitted power (),,dBm,maximum value configurable for certain power class,As defined in clause 6.2.4 in TS 38.101-2 [19]
MsgA Configuration,,,FR2 MsgA configuration 2,"As defined in A.3.20.3.2, with exceptions as defined below"
msgA-RSRP-ThresholdSSB,,dBm,RSRP_69 +ΔDL,RSRP_69 corresponds to -88 dBm. ΔDL is derived from the downlink calibration process Note 4
preambleReceivedTargetPower,,dBm,-100,As defined in TS 38.331 [2]
"NOTE 1:OCNG shall be used such that a constant total transmitted power spectral density is achieved for all OFDM symbols. The OCNG pattern is chosen during the test according to the presence of a DL reference measurement channel.NOTE 2:The DL PDSCH reference measurement channel is used in the test only when a downlink transmission dedicated to the UE under test is required.NOTE 3:The ΔUL value is calculated as -ROUND(PMsgA0 -1), where PMsgA0 is the measured first MsgA PRACH power with -80.6 dBm/SCS applied, msgA-PreambleReceivedTargetPower = -100 dBm and ss-PBCH-BlockPower = 20 dBm. These values are used during the uplink calibration process carried out before the test case is run, with the UE configured to send MsgA.NOTE 4:The ΔDL value is calculated as (RSRP_REP – RSRP_76), where RSRP_REP is the SS-RSRP Reported value in table 10.1.6.1-1 with -80.6 dBm/SCS applied. These values are used during the downlink calibration process carried out before the test case is run, with the UE configured to report SS-RSRP. For a Reported value RSRP_x, x is treated as a positive integer value.",,,,
