Parameter,,Config,Unit,Test 1,Test 2,Test 3
SSB ARFCN,,1~4,,freq1,freq1,freq1
Duplex mode,,1~4,,TDD,TDD,TDD
TDD configuration,,"1,3",,TDDConf.1.1,TDDConf.1.1,TDDConf.1.1
,,"2,4",,TDDConf.2.1,TDDConf.2.1,TDDConf.2.1
BWchannel,,"1,3",MHz,"10: NPRB,c = 52","10: NPRB,c = 52","10: NPRB,c = 52"
,,"2,4",,"40: NPRB,c = 106","40: NPRB,c = 106","40: NPRB,c = 106"
PDSCH Reference,,"1,3",,SR.1.1 TDD,SR.1.1 TDD,SR.1.1 TDD
measurement channel,,"2,4",,SR.2.1 TDD,SR.2.1 TDD,SR.2.1 TDD
RMSI CORESET Reference,,"1,3",,CR.1.1 TDD,CR.1.1 TDD,CR.1.1 TDD
Channel,,"2,4",,CR.2.1 TDD,CR.2.1 TDD,CR.2.1 TDD
Dedicated CORESET,,"1,3",,CCR.1.1 TDD,CCR.1.1 TDD,CCR.1.1 TDD
Reference Channel,,"2,4",,CCR.2.1 TDD,CCR.2.1 TDD,CCR.2.1 TDD
SSB configuration,,"1,3",,SSB.1 FR1,SSB.1 FR1,SSB.1 FR1
,,"2,4",,SSB.2 FR1,SSB.2 FR1,SSB.2 FR1
OCNG Patterns,,1~4,,OP.1,OP.1,OP.1
TRS configuration,,"1,3",,TRS.1.1 TDD,TRS.1.1 TDD,TRS.1.1 TDD
,,"2,4",,TRS.1.2 TDD,TRS.1.2 TDD,TRS.1.2 TDD
Initial BWP Configuration,,1~4,,DLBWP.0.1ULBWP.0.1,DLBWP.0.1ULBWP.0.1,DLBWP.0.1ULBWP.0.1
Dedicated BWP configuration,,1~4,,DLBWP.1.1ULBWP.1.1,DLBWP.1.1ULBWP.1.1,DLBWP.1.1ULBWP.1.1
SMTC configuration,,1~4,,SMTC.1,SMTC.1,SMTC.1
Time offset between DL from serving cell and SRS from test system,,1~4,s,17.67,17.67,17.67
EPRE ratio of PSS to SSS,,1~4,dB,0,0,0
EPRE ratio of PBCH DMRS to SSS,,,,,,
EPRE ratio of PBCH to PBCH DMRS,,,,,,
EPRE ratio of PDCCH DMRS to SSS,,,,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,,,,
EPRE ratio of PDSCH DMRS to SSS,,,,,,
EPRE ratio of PDSCH to PDSCH DMRS,,,,,,
EPRE ratio of OCNG DMRS to SSSNote 1,,,,,,
EPRE ratio of OCNG to OCNG DMRS Note 1,,,,,,
Note2,NR_TDD_FR1_A Note3,"1,3",dBm/15 kHz,-106,-88,-114
,NR_TDD_FR1_C,,,,,-113
,NR_TDD_FR1_D,,,,,-112.5
,NR_TDD_FR1_E,,,,,-112
,NR_TDD_FR1_A Note3,"2,4",,Not applicableNote4,-91,-114
,NR_TDD_FR1_C,,,,,-113
,NR_TDD_FR1_D,,,,,-112.5
,NR_TDD_FR1_E,,,,,-112
Note2,NR_TDD_FR1_A Note3,"1,3",dBm/SRS SCS,-106,-88,-114
,NR_TDD_FR1_C,,,,,-113
,NR_TDD_FR1_D,,,,,-112.5
,NR_TDD_FR1_E,,,,,-112
,NR_TDD_FR1_A Note3,"2,4",,Not applicableNote4,-88,-111
,NR_TDD_FR1_C,,,,,-110
,NR_TDD_FR1_D,,,,,-109.5
,NR_TDD_FR1_E,,,,,-109
NOTE 1:OCNG shall be used such that a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.NOTE 3:The test configuration excludes support for band n51 and it is not required to run this test on band n51 in this release of the specificationNOTE 4:Test 1 is not used when testing with 30 kHz SSB SCS,,,,,,
