Parameter,Unit,Test 1,,Test 2,
,,Cell 2,Cell 3,Cell 2,Cell 3
SSB ARFCN,,Freq2,,Freq2,
Duplex mode,,TDD,,TDD,
TDD configuration,,TDDConf.3.1,,TDDConf.3.1,
BWchannel,MHz,"100: NPRB,c = 66",,"100: NPRB,c = 66",
Downlink initial BWP configuration,,DLBWP.0.1,,,
Downlink dedicated BWP configuration,,DLBWP.1.1,,,
Uplink initial BWP configuration,,ULBWP.0.1,,,
Uplink dedicated BWP configuration,,ULBWP.1.1,,,
DRX cycle configuration,ms,Not applicable,,,
TRS configuration,,TRS.2.1 TDD,,,
TCI state,,TCI.State.0,,,
PDSCH Reference measurement channel,,SR.3.1 TDD,,SR.3.1 TDD,
RMSI CORESET Reference Channel,,CR.3.1 TDD,-,CR.3.1 TDD,-
Dedicated RMSI CORESET Reference Channel,,CCR.3.1 TDD,-,CCR.3.1 TDD,-
OCNG Patterns,,OP.1,OP.1,OP.1,OP.1
SMTC configuration,,SMTC.1,,,
SSB configuration,,SSB.1 FR2,SSB.1 FR2,SSB.1 FR2,SSB.1 FR2
CSI-RS for mobility,,-,CSI-RS.RRM.FR2.1 TDD,-,CSI-RS.RRM.FR2.1 TDD
PDSCH/PDCCH subcarrier spacing,kHz,120,120,120,120
Time offset with Cell 2,s,-,0.29,-,0.29
CSI-RSSI-Measurement,,Not Applicable,,,
EPRE ratio of PSS to SSS,dB,0,0,0,0
EPRE ratio of PBCH_DMRS to SSS,,,,,
EPRE ratio of PBCH to PBCH_DMRS,,,,,
EPRE ratio of PDCCH_DMRS to SSS,,,,,
EPRE ratio of PDCCH to PDCCH_DMRS,,,,,
EPRE ratio of PDSCH_DMRS to SSS,,,,,
EPRE ratio of PDSCH to PDSCH_DMRS,,,,,
EPRE ratio of OCNG DMRS to SSSNote 1,,,,,
EPRE ratio of OCNG to OCNG DMRS Note 1,,,,,
"NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for  to be fulfilled.NOTE 3:CSI-SINR, CSI-RSRP, and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.NOTE 4:CSI-SINR and CSI-RSRP minimum requirements are specified assuming independent interference and noise at each receiver antenna port.",,,,,
