Parameter,,,Unit,Test 1,,Test 2,,Test 3,
,,,,Cell 2,Cell 3,Cell 2,Cell 3,Cell 2,Cell 3
SSB ARFCN,,,,freq1,freq2,freq1,freq2,freq1,freq2
Duplex mode,,"Config 1,4",,FDD,,,,,
,,"Config 2,3,5,6",,TDD,,,,,
TDD configuration,,"Config 1,4",,Not Applicable,,,,,
,,"Config 2,5",,TDDConf.1.1,,,,,
,,"Config 3,6",,TDDConf.2.1,,,,,
BWchannel,,"Config 1,4",MHz,"10: NPRB,c = 52",,,,,
,,"Config 2,5",,"10: NPRB,c = 52",,,,,
,,"Config 3,6",,"40: NPRB,c = 106",,,,,
BWP BW,,"Config 1,4",MHz,"10: NPRB,c = 52",,,,,
,,"Config 2,5",,"10: NPRB,c = 52",,,,,
,,"Config 3,6",,"40: NPRB,c = 106",,,,,
DRX Cycle,,,ms,Not Applicable,,,,,
PDSCH Reference measurement channel,,"Config 1,4",,SR.1.1 FDD,-,SR.1.1 FDD,-,SR.1.1 FDD,-
,,"Config 2,5",,SR.1.1 TDD,,SR.1.1 TDD,,SR.1.1 TDD,
,,"Config 3,6",,SR.2.1 TDD,,SR.2.1 TDD,,SR.2.1 TDD,
RMSI CORESET Reference Channel,,"Config 1,4",,CR.1.1 FDD,-,CR.1.1 FDD,-,CR.1.1 FDD,-
,,"Config 2,5",,CR.1.1 TDD,,CR.1.1 TDD,,CR.1.1 TDD,
,,"Config 3,6",,CR.2.1 TDD,,CR.2.1 TDD,,CR.2.1 TDD,
Dedicated CORESET Reference Channel,,"Config 1,4",,CCR.1.1 FDD,-,CCR.1.1 FDD,-,CCR.1.1 FDD,-
,,"Config 2,5",,CCR.1.1 TDD,,CCR.1.1 TDD,,CCR.1.1 TDD,
,,"Config 3,6",,CCR.2.1 TDD,,CCR.2.1 TDD,,CCR.2.1 TDD,
TRS configuration,,"Config 1,4",,TRS.1.1 FDD,-,TRS.1.1 FDD,-,TRS.1.1 FDD,-
,,"Config 2,5",,TRS.1.1 TDD,,TRS.1.1 TDD,,TRS.1.1 TDD,
,,"Config 3,6",,TRS.1.2 TDD,,TRS.1.2 TDD,,TRS.1.2 TDD,
CSI-RS configuration for RRM,,"Config 1,4",,CSI-RS.RRM.FR1.1 FDD,,,,,
,,"Config 2,5",,CSI-RS.RRM.FR1.1 TDD,,,,,
,,"Config 3,6",,CSI-RS.RRM.FR1.2 TDD,,,,,
OCNG Patterns,,,,OCNG pattern 1,,,,,
Time offset with Cell 2,,"Config 1,2,4,5",s,-,4.7,-,4.7,-,4.7
,,"Config 3,6",s,-,2.35,-,2.35,-,2.35
SMTC configuration,,"Config 1,4",,SMTC.2,,,,,
,,"Config 2,3,5,6",,SMTC.1,,,,,
SSB configuration,,"Config 1,2,4,5",,SSB.1 FR1,,,,,
,,"Config 3,6",,SSB.2 FR1,,,,,
PDSCH/PDCCH,,"Config 1,2,4,5",kHz,15 kHz,,,,,
subcarrier spacing,,"Config 3,6",,30 kHz,,,,,
EPRE ratio of PSS to SSS,,,dB,0,0,0,0,0,0
EPRE ratio of PBCH DMRS to SSS,,,,,,,,,
EPRE ratio of PBCH to PBCH DMRS,,,,,,,,,
EPRE ratio of PDCCH DMRS to SSS,,,,,,,,,
EPRE ratio of PDCCH to PDCCH DMRS,,,,,,,,,
EPRE ratio of PDSCH DMRS to SSS,,,,,,,,,
EPRE ratio of PDSCH to PDSCH,,,,,,,,,
EPRE ratio of OCNG DMRS to SSS(Note 1),,,,,,,,,
EPRE ratio of OCNG to OCNG DMRS (Note 1),,,,,,,,,
Note2,"Config 1,2,4,5",NR_FDD_FR1_ANR_TDD_FR1_ANR_SDL_FR1_A,dBm/15 kHz,-80.18,-80.18,-106,-106,-116,-116
,,"NR_FDD_FR1_B, NR_TDD_FR1_B",,,,,,-115.5,-115.5
,,"NR_FDD_FR1_C, NR_TDD_FR1_C",,,,,,-115,-115
,,NR_FDD_FR1_DNR_TDD_FR1_D,,,,,,-114.5,-114.5
,,NR_FDD_FR1_ENR_TDD_FR1_E,,,,,,-114,-114
,,"NR_FDD_FR1_G, NR_TDD_FR1_G",,,,,,-113,-113
,,NR_FDD_FR1_H,,,,,,-112.5,-112.5
,,NR_FDD_FR1_N,,,,,,-109.5,-109.5
,"Config 3,6",NR_FDD_FR1_ANR_TDD_FR1_ANR_SDL_FR1_A,dBm/15 kHz,-86.27,-86.27,-113,-113,-116,-116
,,"NR_FDD_FR1_B, NR_TDD_FR1_B",,,,,,-115.5,-115.5
,,"NR_FDD_FR1_C, NR_TDD_FR1_C",,,,,,-115,-115
,,NR_FDD_FR1_DNR_TDD_FR1_D,,,,,,-114.5,-114.5
,,NR_FDD_FR1_ENR_TDD_FR1_E,,,,,,-114,-114
,,"NR_FDD_FR1_G, NR_TDD_FR1_G",,,,,,-113,-113
,,NR_FDD_FR1_H,,,,,,-112.5,-112.5
,,NR_FDD_FR1_N,,,,,,-109.5,-109.5
Note2,"Config 1,2,4,5",NR_FDD_FR1_ANR_TDD_FR1_ANR_SDL_FR1_A,dBm/SCS,-80.18,-80.18,-106,-106,-116,-116
,,"NR_FDD_FR1_B, NR_TDD_FR1_B",,,,,,-115.5,-115.5
,,"NR_FDD_FR1_C, NR_TDD_FR1_C",,,,,,-115,-115
,,NR_FDD_FR1_DNR_TDD_FR1_D,,,,,,-114.5,-114.5
,,NR_FDD_FR1_ENR_TDD_FR1_E,,,,,,-114,-114
,,"NR_FDD_FR1_G, NR_TDD_FR1_G",,,,,,-113,-113
,,NR_FDD_FR1_H,,,,,,-112.5,-112.5
,,NR_FDD_FR1_N,,,,,,-109.5,-109.5
,"Config 3,6",NR_FDD_FR1_ANR_TDD_FR1_ANR_SDL_FR1_A,,-83.27,-83.27,-110,-110,-113,-113
,,"NR_FDD_FR1_B, NR_TDD_FR1_B",,,,,,-112.5,-112.5
,,"NR_FDD_FR1_C, NR_TDD_FR1_C",,,,,,-112,-112
,,NR_FDD_FR1_DNR_TDD_FR1_D,,,,,,-111.5,-111.5
,,NR_FDD_FR1_ENR_TDD_FR1_E,,,,,,-111,-111
,,"NR_FDD_FR1_G, NR_TDD_FR1_G",,,,,,-110,-110
,,NR_FDD_FR1_H,,,,,,-109.5,-109.5
,,NR_FDD_FR1_N,,,,,,-106.5,-106.5
for SSB,,,dB,-1.75,-1.75,-1.75,-1.75,3,-1.75
for CSI-RS,,,dB,-1.75,-1.75,-1.75,-1.75,3,-1.75
for SSB,,,dB,-1.75,-1.75,-1.75,-1.75,3,-1.75
for CSI-RS,,,dB,-1.75,-1.75,-1.75,-1.75,3,-1.75
CSI-RSRPNote3,"Config 1,2,4,5",NR_FDD_FR1_ANR_TDD_FR1_ANR_SDL_FR1_A,dBm/SCS,-81.93,-81.93,-107.75,-107.75,-113,-117.75
,,"NR_FDD_FR1_B, NR_TDD_FR1_B",,,,,,-112.5,-117.25
,,"NR_FDD_FR1_C, NR_TDD_FR1_C",,,,,,-112,-116.75
,,NR_FDD_FR1_DNR_TDD_FR1_D,,,,,,-111.5,-116.25
,,NR_FDD_FR1_ENR_TDD_FR1_E,,,,,,-111,-115.75
,,"NR_FDD_FR1_G, NR_TDD_FR1_G",,,,,,-110,-114.75
,,NR_FDD_FR1_H,,,,,,-109.5,-114.25
,,NR_FDD_FR1_N,,,,,,-106.5,-111.25
,"Config 3,6",NR_FDD_FR1_ANR_TDD_FR1_ANR_SDL_FR1_A,,-85.02,-85.02,-111.75,-111.75,-110,-114.75
,,"NR_FDD_FR1_B, NR_TDD_FR1_B",,,,,,-109.5,-114.25
,,"NR_FDD_FR1_C, NR_TDD_FR1_C",,,,,,-109,-113.75
,,NR_FDD_FR1_DNR_TDD_FR1_D,,,,,,-108.5,-113.25
,,NR_FDD_FR1_ENR_TDD_FR1_E,,,,,,-108,-112.75
,,"NR_FDD_FR1_G, NR_TDD_FR1_G",,,,,,-107,-111.75
,,NR_FDD_FR1_H,,,,,,-106.5,-111.25
,,NR_FDD_FR1_N,,,,,,-103.5,-108.25
CSI-RSRQ Note3,,NR_FDD_FR1_ANR_TDD_FR1_A,dB,-14.77,-14.77,-40.59,-40.59,-12.56,-14.76
,,"NR_FDD_FR1_B, NR_TDD_FR1_B",,,,,,,
,,"NR_FDD_FR1_C, NR_TDD_FR1_C",,,,,,,
,,NR_FDD_FR1_DNR_TDD_FR1_D,,,,,,,
,,NR_FDD_FR1_ENR_TDD_FR1_E,,,,,,,
,,"NR_FDD_FR1_G, NR_TDD_FR1_G",,,,,,,
,,NR_FDD_FR1_H,,,,,,,
,,NR_FDD_FR1_N,,,,,,,
IoNote3,"Config 1,2,4,5",NR_FDD_FR1_ANR_TDD_FR1_ANR_SDL_FR1_A,dBm/9.36 MHz,-50,-50,-75.83,-75.83,-83.28,-85.83
