Parameter,,Unit,Cell 1
Frequency Range,,,FR1
Duplex mode,"Config 1,4",,FDD
,"Config 2,3,5,6",,TDD
TDD configuration,"Config 1,4",,Not Applicable
,"Config 2,5",,TDDConf.1.1
,"Config 3,6",,TDDConf.2.1
BWchannel,"Config 1,4",,"10 MHz: NPRB,c = 52"
,"Config 2,5",,"10 MHz: NPRB,c = 52"
,"Config 3,6",,"40 MHz: NPRB,c = 106"
Active BWP ID,,,"1, 2"
Initial DL BWP,"Config 1,4",,DLBWP.0.2 Note 4
Configuration,"Config 2,5",,
,"Config 3,6",,
Active DL BWP-1,"Config 1,4",,DLBWP.1.1 Note 4
Configuration,"Config 2,5",,
,"Config 3,6",,
Active DL BWP-2,"Config 1,4",,DLBWP.1.3 Note 4
Configuration,"Config 2,5",,
,"Config 3,6",,
Initial UL BWP,"Config 1,4",,ULBWP.0.2 Note 4
Configuration,"Config 2,5",,
,"Config 3,6",,
Active UL BWP-1,"Config 1,4",,ULBWP.1.1 Note 4
Configuration,"Config 2,5",,
,"Config 3,6",,
Active UL BWP-2,"Config 1,4",,ULBWP.1.3 Note 4
Configuration,"Config 2,5",,
,"Config 3,6",,
PDSCH Reference,"Config 1,4",,SR.1.1 FDD
measurement channel,"Config 2,5",,SR.1.1 TDD
,"Config 3,6",,SR.2.1 TDD
RMSI CORESET,"Config 1,4",,CR.1.1 FDD
parameters,"Config 2,5",,CR.1.1 TDD
,"Config 3,6",,CR.2.1 TDD
Dedicated CORESET,"Config 1,4",,CCR.1.1 FDD
parameters,"Config 2,5",,CCR.1.1 TDD
,"Config 3,6",,CCR.2.3 TDD
OCNG Patterns,,,OP.1
SSB Configuration,"Config 1,2,4,5",,SSB.1 FR1
,"Config 3,6",,SSB.2 FR1
SMTC Configuration,,,SMTC.1
Correlation Matrix and Antenna Configuration,,,1x2 Low
TRS Configuration,"Config 1,4",,TRS.1.1 FDD
,"Config 2,5",,TRS.1.1 TDD
,"Config 3,6",,TRS.1.2 TDD
EPRE ratio of PSS to SSS,,,
EPRE ratio of PBCH DMRS to SSS,,,
EPRE ratio of PBCH to PBCH DMRS,,,
EPRE ratio of PDCCH DMRS to SSS,,,
EPRE ratio of PDCCH to PDCCH DMRS,,dB,0
EPRE ratio of PDSCH DMRS to SSS,,,
EPRE ratio of PDSCH to PDSCH,,,
EPRE ratio of OCNG DMRS to SSS(Note 1),,,
EPRE ratio of OCNG to OCNG DMRS (Note 1),,,
NocNote 2,"Config 1,2,4,5",dBm/SCS,-104
,"Config 3,6",,-101
NocNote 2,,dBm/15 kHz,-104
SS-RSRP Note 3,"Config 1,2,4,5",dBm/SCS,-87
,"Config 3,6",,-90
Ês/Iot,,dB,17
Ês/Noc,,dB,17
IoNote3,"Config 1,2,4,5",dBm/9.36 MHz,-59
,"Config 3,6",dBm/38.16 MHz,-61.9
Propagation Condition,,,AWGN
"NOTE 1:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols.NOTE 2:Interference from other cells and noise sources not specified in the test is assumed to be constant over subcarriers and time and shall be modelled as AWGN of appropriate power for Noc to be fulfilled.NOTE 3:SS-RSRP and Io levels have been derived from other parameters for information purposes. They are not settable parameters themselves.NOTE 4:For unpaired spectrum, a DL BWP is linked with an UL BWP. DLBWP.0.2 is linked with ULBWP.0.2; DLBWP.1.1 is linked with ULBWP.1.1; DLBWP.1.3 is linked with ULBWP.1.3 defined in clause 12 of TS 38.213 [3].",,,
